First Name,Last Name,Team,VS,Pos,FPPG,Sal
Chris,Paul,LAC,GSW @ LAC,PG,42.01,6400
J.J.,Redick,LAC,GSW @ LAC,SG,21.16,4300
Jason,Thompson,GSW,GSW @ LAC,C,6.83,3000
Luc,Mbah a Moute,LAC,GSW @ LAC,PF,8.26,3400
Cole,Aldrich,LAC,GSW @ LAC,C,15.51,3700
Ian,Clark,GSW,GSW @ LAC,SG,8.26,3000
Leandro,Barbosa,GSW,GSW @ LAC,SG,11.85,3500
C.J.,Wilcox,LAC,GSW @ LAC,SG,1.88,3000
James Michael,McAdoo,GSW,GSW @ LAC,PF,6.21,3450
Kevon,Looney,GSW,GSW @ LAC,PF,3.75,3000
Branden,Dawson,LAC,GSW @ LAC,SF,2.58,3000
