First Name,Last Name,Team,VS,Pos,FPPG,Sal
DeMarcus,Cousins,SAC,SAC @ DEN,C,47.47,7900
Gary,Harris,DEN,SAC @ DEN,SG,19.67,4150
Jusuf,Nurkic,DEN,SAC @ DEN,C,15.20,3800
Nikola,Jokic,DEN,SAC @ DEN,C,22.99,4600
Eric,Moreland,SAC,SAC @ DEN,PF,5.88,3000
Emmanuel,Mudiay,DEN,SAC @ DEN,PG,22.50,4750
Willie,Cauley-Stein,SAC,SAC @ DEN,C,18.14,4200
Duje,Dukan,SAC,SAC @ DEN,PF,0.00,3000
Trevor,Booker,UTA,HOU @ UTA,PF,17.93,3800
Trevor,Ariza,HOU,HOU @ UTA,SF,23.81,4600
Shelvin,Mack,UTA,HOU @ UTA,PG,8.00,3300
Jason,Terry,HOU,HOU @ UTA,PG,10.96,3300
Josh,Smith,HOU,HOU @ UTA,PF,14.74,3900
Corey,Brewer,HOU,HOU @ UTA,SF,14.38,3800
Rudy,Gobert,UTA,HOU @ UTA,C,31.81,5700
Trey,Burke,UTA,HOU @ UTA,PG,17.75,3800
Alec,Burks,UTA,HOU @ UTA,SG,20.32,3800
Gordon,Hayward,UTA,HOU @ UTA,SF,33.77,5300
Derrick,Favors,UTA,HOU @ UTA,PF,32.43,5150
Ty,Lawson,HOU,HOU @ UTA,PG,12.24,3800
Terrence,Jones,HOU,HOU @ UTA,PF,16.86,3900
Patrick,Beverley,HOU,HOU @ UTA,PG,20.74,4100
James,Harden,HOU,HOU @ UTA,SG,46.44,7750
Dwight,Howard,HOU,HOU @ UTA,C,33.49,5750
Jeff,Withey,UTA,HOU @ UTA,C,13.66,3300
Chris,Johnson,UTA,HOU @ UTA,SF,9.35,3300
Dante,Exum,UTA,HOU @ UTA,PG,6.50,3000
Rodney,Hood,UTA,HOU @ UTA,SG,24.01,4800
Clint,Capela,HOU,HOU @ UTA,C,20.26,4000
K.J.,McDaniels,HOU,HOU @ UTA,SG,3.02,3000
Joe,Ingles,UTA,HOU @ UTA,SF,8.12,3000
Trey,Lyles,UTA,HOU @ UTA,PF,12.05,3300
Sam,Dekker,HOU,HOU @ UTA,SF,0.00,3000
Montrezl,Harrell,HOU,HOU @ UTA,PF,6.32,3000
Raulzinho,Neto,UTA,HOU @ UTA,PG,12.82,3700
Tibor,Pleiss,UTA,HOU @ UTA,C,4.69,3000
Gerald,Henderson,POR,BKN @ POR,SG,14.20,3850
Moe,Harkless,POR,BKN @ POR,SF,11.41,3650
Thaddeus,Young,BKN,BKN @ POR,PF,31.01,5250
Joe,Johnson,BKN,BKN @ POR,SF,21.80,4300
Mason,Plumlee,POR,BKN @ POR,C,23.36,4100
Brook,Lopez,BKN,BKN @ POR,C,36.29,5750
Sergey,Karasev,BKN,BKN @ POR,SG,1.97,3000
Donald,Sloan,BKN,BKN @ POR,PG,17.64,3850
Thomas,Robinson,BKN,BKN @ POR,PF,10.35,3400
Meyers,Leonard,POR,BKN @ POR,C,16.39,3800
Damian,Lillard,POR,BKN @ POR,PG,40.50,6600
Allen,Crabbe,POR,BKN @ POR,SG,18.90,3900
C.J.,McCollum,POR,BKN @ POR,SG,33.45,5150
Ed,Davis,POR,BKN @ POR,PF,19.78,4000
Willie,Reed,BKN,BKN @ POR,PF,8.76,3000
Al-Farouq,Aminu,POR,BKN @ POR,SF,20.15,4000
Brian,Roberts,POR,BKN @ POR,PG,9.32,3500
Wayne,Ellington,BKN,BKN @ POR,SG,14.07,3800
Shane,Larkin,BKN,BKN @ POR,PG,17.08,3700
Chris,Kaman,POR,BKN @ POR,C,2.21,3500
Noah,Vonleh,POR,BKN @ POR,PF,12.28,3500
Markel,Brown,BKN,BKN @ POR,SG,7.62,3200
Bojan,Bogdanovic,BKN,BKN @ POR,SF,13.96,3900
Rondae,Hollis-Jefferson,BKN,BKN @ POR,SG,18.65,3800
Chris,McCullough,BKN,BKN @ POR,PF,4.75,3000
Pat,Connaughton,POR,BKN @ POR,SG,1.49,3000
Cliff,Alexander,POR,BKN @ POR,PF,1.00,3000
Luis,Montero,POR,BKN @ POR,SG,2.35,3000
JaKarr,Sampson,DEN,SAC @ DEN,SF,9.19,3400
Donatas,Motiejunas,HOU,HOU @ UTA,PF,9.11,3500
Marcus,Thornton,HOU,HOU @ UTA,SG,15.06,3700
