PERSON_ID,alpha_AST,alpha_BLK,alpha_STL,alpha_TOV,alpha_OREB,alpha_DREB,alpha_FG2%,alpha_FG3%,alpha_FT%,alpha_FG2A,alpha_FG3A,alpha_FTA,beta_AST,beta_BLK,beta_STL,beta_TOV,beta_OREB,beta_DREB,beta_FG2%,beta_FG3%,beta_FT%,beta_FG2A,beta_FG3A,beta_FTA
2590,34.361074,1.130683,3.865216,14.063105,1.947123,12.283465,18.189675,9.589106,12.906004,41.895930,27.917821,14.802428,162.420697,162.420697,162.420697,162.420697,162.420697,162.420697,23.706254,18.328716,1.896424,162.420697,162.420697,162.420697,
1626159,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606,
203481,10.028259,17.017419,5.042505,10.431693,19.896664,37.608759,31.486040,0.309501,27.613698,54.562232,0.343143,38.973778,240.924086,243.936657,262.585728,253.132366,242.310833,243.498126,30.570519,0.941908,12.423427,241.123350,239.871383,242.739610,
1626174,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606,
1897,9.441722,4.113696,12.227763,9.740787,9.427974,22.376060,19.731073,9.925825,6.861435,43.681801,30.725065,10.305938,211.746143,211.746143,211.746143,211.746143,211.746143,211.746143,23.950728,20.799240,3.444503,211.746143,211.746143,211.746143,
201148,4.770251,10.695149,5.697534,4.098291,14.911014,22.409747,27.866536,0.000030,9.319107,42.900362,0.316889,13.339384,168.050753,168.051041,168.052821,168.051918,168.050886,168.050999,15.034542,0.316946,4.020379,168.050772,168.050653,168.050927,
1626153,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606,
203100,29.795197,1.610219,9.278555,22.152713,4.791754,13.173297,27.981687,6.829328,23.351124,58.442789,26.646393,35.109084,177.516215,177.703214,178.860817,178.274019,177.602294,177.675993,30.926297,19.873444,11.823965,177.528583,177.450870,177.628909,
203923,6.858326,1.357385,6.385305,5.325914,4.812807,17.596793,22.619796,8.723866,11.172660,19.238136,30.399139,14.693711,161.878206,172.479449,238.105571,204.839169,166.758174,170.936258,22.990890,24.871464,7.262973,162.579417,158.173744,168.267039,
1626202,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606,
201156,7.465481,1.824457,4.084242,7.875281,2.953049,13.738873,17.042570,14.274764,22.933140,44.954688,38.507476,25.994559,174.645798,174.645798,174.645799,174.645798,174.645798,174.645798,27.912119,24.232712,3.061419,174.645798,174.645798,174.645798,
201152,11.306535,1.674603,8.237158,7.790470,8.429449,18.636225,27.231527,2.648366,8.650897,56.137706,8.082595,13.143950,159.786408,159.786408,159.786408,159.786408,159.786408,159.786408,28.906179,5.434229,4.493054,159.786408,159.786408,159.786408,
203469,11.105112,5.396784,3.927642,7.264892,11.075144,29.335936,19.441869,0.126948,14.480453,41.945281,0.129774,18.739041,165.424938,165.678066,167.245037,166.450727,165.541458,165.641219,23.133116,0.079143,4.347934,165.441681,165.336485,165.577486,
203092,10.340209,5.047917,1.822751,7.431287,14.091654,30.157460,31.685901,0.002227,14.471212,57.802762,0.017630,17.785167,164.898410,164.920091,165.054304,164.986271,164.908390,164.916935,26.170796,0.021940,3.321608,164.899844,164.890834,164.911476,
